Article,Year,Volume,Issue,Domain,Experiment,n_YA,n_OA,DV,Analysis,measure of latent process,fit model,Level of Fit,Framework,Notes,DOI
"Bourassa, Memel, Woolverton, Sbarra. (2015). A dyadic approach to health, cognition, and quality of life in aging adults. Psychology and Aging, 30(2).",2015,30,2,Various domains,1,0,16374,"average of verbal fluency, immediate word recall, and delayed word recall scores",Latent growth curve models,0,0,NA,Frequentist,married couples,10.1037/pag0000025
"Rao, Kassel, Weldon, Avery, Briceno, Mann, Cornett, Kales, Zubieta, Welsh, Langenecker, Weisenbach. (2015). The double burden of age and major depressive disorder on the cognitive control network. Psychology and Aging, 30(2).",2015,30,2,cognitive control,1,34,47,accuracy; RT,ANOVA,0,0,NA,Frequentist,NA,10.1037/pag0000027
"Munoz, Sliwinski, Scott, Hofer. (2015). Global perceived stress predicts cognitive change among older adults. Psychology and Aging, 30(3).",2015,30,3,working memory; processing speed,1,0,116,RT,double-negative exponential model,1,1,both,Frequentist,model from Sliwinski et al. (2010). Used to measure practice gains. Used PROC NLMIXED from SAS,10.1037/pag0000036
"Zahodne, Meyer, Choi, Thomas, Willis, Marsiske, Gross, Rebok, Parisi. (2015). External locus of control contributes to racial disparities in memory and reasoning training gains in ACTIVE. Psychology and Aging, 30(3).",2015,30,3,cognitive training; memory; reasoning,1,0,2062,factors scores from CFA,Latent growth curve models,0,0,NA,Frequentist,NA,10.1037/pag0000042
"Dawson, Rehman, McAuley, Schryer. (2015). How your executive functioning impacts me: Findings from a normative sample of older couples. Psychology and Aging, 30(3).",2015,30,3,Executive functioning,1,0,182,Raw scores,SEM,0,0,NA,Frequentist,91 couples,10.1037/a0039608
"Aichele, Rabbitt, Ghisletta. (2015). Life span decrements in fluid intelligence and processing speed predict mortality risk. Psychology and Aging, 30(3).",2015,30,3,Various domains,1,0,6203,Raw scores,factor analysis,0,0,NA,Frequentist,NA,10.1037/pag0000035
"Keage, Kurylowicz, Lavrencic, Churches, Flitton, Hofmann, Kohler, Badcock. (2015). Cerebrovascular function associated with fluid, not crystallized, abilities in older adults: A transcranial Doppler study. Psychology and Aging, 30(3).",2015,30,3,Various domains,1,0,50,Raw scores,correlation; regression,0,0,NA,Frequentist,NA,10.1037/pag0000026
"Mayr, Spieler, Hutcheon. (2015). When and why do old adults outsource control to the environment? Psychology and Aging, 30(3).",2015,30,3,cognitive control,1,25,22,RT; error rates,ANOVA,0,0,NA,Frequentist,NA,10.1037/a0039466
"Mayr, Spieler, Hutcheon. (2015). When and why do old adults outsource control to the environment? Psychology and Aging, 30(3).",2015,30,3,cognitive control,2,0,18,RT; error rates,ANOVA,0,0,NA,Frequentist,NA,10.1037/a0039466
"Mayr, Spieler, Hutcheon. (2015). When and why do old adults outsource control to the environment? Psychology and Aging, 30(3).",2015,30,3,cognitive control,3,18,18,RT; error rates,ANOVA,0,0,NA,Frequentist,NA,10.1037/a0039466
"Huff, Balota, Minear, Aschenbrenner, Duchek. (2015). Dissociative global and local task-switching costs across younger adults, middle-aged adults, older adults, and very mild Alzheimer's disease individuals. Psychology and Aging, 30(4).",2015,30,4,task switching,1,30,437,RT; error rates,ANOVA,0,0,NA,Frequentist,NA,10.1037/pag0000057
"Wahlheim, Huff. (2015). Age differences in the focus of retrieval: Evidence from dual-list free recall. Psychology and Aging, 30(4).",2015,30,4,memory,1,24,24,Proportion recalled; recollection; familiarity,ANOVA,1,0,NA,Frequentist,NA,10.1037/pag0000049
"Ariel, Price, Hertzog. (2015). Age-related associative memory deficits in value-based remembering: The contribution of agenda-based regulation and strategy use. Psychology and Aging, 30(4).",2015,30,4,memory,1.1,20,20,study time; proportion recalled,ANOVA,0,0,NA,Frequentist,NA,10.1037/a0039818
"Ariel, Price, Hertzog. (2015). Age-related associative memory deficits in value-based remembering: The contribution of agenda-based regulation and strategy use. Psychology and Aging, 30(4).",2015,30,4,memory,1.2,17,20,study time; proportion recalled,ANOVA,0,0,NA,Frequentist,NA,10.1037/a0039818
"Ariel, Price, Hertzog. (2015). Age-related associative memory deficits in value-based remembering: The contribution of agenda-based regulation and strategy use. Psychology and Aging, 30(4).",2015,30,4,memory,2,74,62,study time; proportion recalled,ANOVA; MLM,0,0,NA,Frequentist,NA,10.1037/a0039818
"McGillivray, Murayama, Castel. (2015). Thirst for knowledge: The effects of curiosity and interest on memory in younger and older adults. Psychology and Aging, 30(4).",2015,30,4,memory,1,24,24,JOL; proportion recalled,GLMEM,0,0,NA,Frequentist,NA,10.1037/a0039801
"Gross, Mungas, Crane, Gibbons, MacKay-Brandt, Manly, Mukherjee, Romero, Sachs, Thomas, Potter, Jones. (2015). Effects of education and race on cognitive decline: An integrative study of generalizability versus study-specific results. Psychology and Aging, 30(4).",2015,30,4,Various domains,1,0,5803,Raw scores,IRT,0,0,NA,Frequentist,NA,10.1037/pag0000032
"Chasteen, Pichora-Fuller, Dupuis, Smith, Singh. (2015). Do negative views of aging influence memory and auditory performance through self-perceived abilities? Psychology and Aging, 30(4).",2015,30,4,memory,1,0,301,Proportion recalled,SEM,0,0,NA,Frequentist,NA,10.1037/a0039723
"Reike, D., & Schwarz, W. (2019). Aging effects on symbolic number comparison: No deceleration of numerical information retrieval but more conservative decision-making.�Psychology and Aging, 34(1), 4�16.�",2019,34,1,Numeracy,NA,39,39,Accuracy; RT,Double exponential random walk model (for RT data),1,1,Group,Frequentist,The random walk model includes drift rates; a type of cognitive model for measurement of RT data,
"Salthouse, T. A. (2019). Trajectories of normal cognitive aging.�Psychology and Aging, 34(1), 17�24.",2019,34,1,Various domains,NA,See notes,,Composite scores,"z-scores on performance, across age",0,0,NA,Frequentist,Longitudinal study; 5098 participants with cross-sectional data and 1598 participants with three-occasion longitudinal data between 2001 and 2017,
"Gollan, T. H., & Goldrick, M. (2019). Aging deficits in naturalistic speech production and monitoring revealed through reading aloud.�Psychology and Aging, 34(1), 25�42.",2019,34,1,Language,NA,56,35,Accuracy; Errors,regression,0,0,NA,Frequentist,Also analyzed types of errors made,
"Beese, C., Werkle-Bergner, M., Lindenberger, U., Friederici, A. D., & Meyer, L. (2019). Adult age differences in the benefit of syntactic and semantic constraints for sentence processing.�Psychology and Aging, 34(1), 43�55.",2019,34,1,Sentence processing,1,28,28,d' ,EVST then ANOVA,1,1,Individual,Frequentist,Uses the EVSDT model,
"Beese, C., Werkle-Bergner, M., Lindenberger, U., Friederici, A. D., & Meyer, L. (2019). Adult age differences in the benefit of syntactic and semantic constraints for sentence processing.�Psychology and Aging, 34(1), 43�55.",2019,34,1,Sentence processing,2,26,27,d' ,EVST then ANOVA,1,1,Individual,Frequentist,Uses the EVSDT model,
"Hess, T. M., Growney, C. M., & Lothary, A. F. (2019). Motivation moderates the impact of aging stereotypes on effort expenditure.�Psychology and Aging, 34(1), 56�67.",2019,34,1,Memory,NA,NA,144,Accuracy,"Multilevel linear model (i.e., hierarchical linear regression)",0,0,NA,Frequentist,Task is a yes/no recognition task,
"Mutter, S. A., Holder, J. M., Mashburn, C. A., & Luna, C. M. (2019). Aging and the role of attention in associative learning.�Psychology and Aging, 34(2), 215�227.",2019,34,2,Learning,1,24,24,Proportion of choices made (also looked at prediction accuracy),ANOVA,0,0,NA,Frequentist and Bayesian,An associative learning paradigm in which participants learn to predict an outcome from a cue,
"Mutter, S. A., Holder, J. M., Mashburn, C. A., & Luna, C. M. (2019). Aging and the role of attention in associative learning.�Psychology and Aging, 34(2), 215�227.",2019,34,2,Learning,2,23,23,Proportion of choices made (also looked at prediction accuracy),ANOVA,0,0,NA,Frequentist and Bayesian,,
"Mutter, S. A., Holder, J. M., Mashburn, C. A., & Luna, C. M. (2019). Aging and the role of attention in associative learning.�Psychology and Aging, 34(2), 215�227.",2019,34,2,Learning,3,27,27,Accuracy,ANOVA,0,0,NA,Frequentist and Bayesian,,
"Witherby, A. E., Tauber, S. K., Rhodes, M. G., & Castel, A. D. (2019). Aging and forgetting: Forgotten information is perceived as less important than is remembered information.�Psychology and Aging, 34(2), 228�241.",2019,34,2,Memory,1,44,40,Proportion recalled,Hierarchical logistic regression,0,0,NA,Frequentist,"The logistic regression model predicted whether a word was recalled (0 = forgotten, 1 = recalled)",
"Witherby, A. E., Tauber, S. K., Rhodes, M. G., & Castel, A. D. (2019). Aging and forgetting: Forgotten information is perceived as less important than is remembered information.�Psychology and Aging, 34(2), 228�241.",2019,34,2,Memory,2,40,40,Proportion recalled,Hierarchical logistic regression,0,0,NA,Frequentist,"The memory for past test accuracy measures whether participants, in a cued recall test, remembered whether they had previously said they remembered this word in the free recall format (0 = no, 1 = yes)",
"Past�tter, B., & B�uml, K.-H. T. (2019). Testing enhances subsequent learning in older adults.�Psychology and Aging, 34(2), 242�250.",2019,34,2,Memory,NA,See notes,,Proportion recalled,ANOVA,0,0,NA,Frequentist,"Participants were b/w 40-79, with 60 participants in each decade",
"Ankudowich, E., Pasvanis, S., & Rajah, M. N. (2019). Age-related differences in prefrontal-hippocampal connectivity are associated with reduced spatial context memory.�Psychology and Aging, 34(2), 251�261.",2019,34,2,Memory,NA,45,40,Proportion correct,ANOVA,0,0,NA,Frequentist,,
"Aslan, A., & John, T. (2019). Part-list cuing effects in younger and older adults� episodic recall.�Psychology and Aging, 34(2), 262�267.�",2019,34,2,Memory,NA,64,64,Proportion recalled,ANOVA,0,0,NA,Frequentist,,
"Bartsch, L. M., Loaiza, V. M., & Oberauer, K. (2019). Does limited working memory capacity underlie age differences in associative long-term memory?�Psychology and Aging, 34(2), 268�281.",2019,34,2,Memory,1,30,29,MPT parameters of binding and item memory,MPT model ,1,1,both,Bayesian,The MPT model is equivalent to the independence model of Jacoby et al. Measures the probability of binding memory and the probability of item memory given no binding memory. Subtracted posterior samples of young from old adults to derive posterior distribution of age difference in parameters.,
"Bartsch, L. M., Loaiza, V. M., & Oberauer, K. (2019). Does limited working memory capacity underlie age differences in associative long-term memory?�Psychology and Aging, 34(2), 268�281.",2019,34,2,Memory,2,30,30,MPT parameters of binding and item memory,MPT model ,1,1,both,Bayesian,,
"Loaiza, V. M., & Souza, A. S. (2019). An age-related deficit in preserving the benefits of attention in working memory.�Psychology and Aging, 34(2), 282�293.",2019,34,2,Working memory,NA,41,40,Accuracy and error parameters of a mixture model,Mixture modeling,1,1,both,Bayesian,Hierarchical Bayesian three-parameter mixture model; compared the overlap in 95% HDIs between groups,
"Prull, M. W. (2019). The attentional boost effect for words in young and older adults.�Psychology and Aging, 34(3), 405�417.",2019,34,3,Memory,1,40,40,Accuracy,ANOVA,0,0,NA,Frequentist,Proportion of studied words correctly identified in the 4AFC,
"Prull, M. W. (2019). The attentional boost effect for words in young and older adults.�Psychology and Aging, 34(3), 405�417.",2019,34,3,Memory,2,40,40,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Prull, M. W. (2019). The attentional boost effect for words in young and older adults.�Psychology and Aging, 34(3), 405�417.",2019,34,3,Memory,3,40,40,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Ashinoff, B. K., Geng, J. J., & Mevorach, C. (2019). Delayed reactive distractor suppression in aging populations.�Psychology and Aging, 34(3), 418�430.",2019,34,3,Attention,1a,25,26,Proportion correct; RT,ANOVA,0,0,NA,Frequentist,"Accuracy was arcsine-transformed, and describes whether participant correctly identifies if a trial contains an inverted T stimulus",
"Ashinoff, B. K., Geng, J. J., & Mevorach, C. (2019). Delayed reactive distractor suppression in aging populations.�Psychology and Aging, 34(3), 418�430.",2019,34,3,Attention,2,20,19,Proportion correct; RT,ANOVA,0,0,NA,Frequentist,"Accuracy was arcsine-transformed, and describes whether participant correctly identifies if a trial contains an inverted T stimulus",
"Todd, J.-A. M., Andrews, G., & Conlon, E. G. (2019). Relational thinking in later adulthood.�Psychology and Aging, 34(4), 486�501.",2019,34,4,Relational processing; Sentence comprehension; Executive functioning,NA,49,39,"Multiple DVs, which included % correct comprehension accuracy (for sentences), % correct for n-term accuracy; % for Latin square accuracy, all measures of relational processing",ANOVA,0,0,NA,Frequentist,Also used confirmatory factor analysis,
"Zhao, B., Della Sala, S., & Gherri, E. (2019). Age-associated delay in mental rotation.�Psychology and Aging, 34(4), 502�511.",2019,34,4,Mental rotation,NA,26,26,Accuracy; RT,ANOVA,0,0,NA,Frequentist,"Task was to state whether an object was a rotated form of a previous object or a mirror of that object, as quickly and accurately as possible; analyses also accompanied by EEG analysis",
"Gallant, S. N., Spaniol, J., & Yang, L. (2019). Age differences in cue utilization during prospective and retrospective memory monitoring.�Psychology and Aging, 34(4), 545�557.�",2019,34,4,Memory,1,36,36,"Hits, FA, A', B'd","p(H), p(FA), A', and B'd submitted to ANOVAs",1,0,Individual,Frequentist,"Analyses conducted on p(H), p(FA), and using the index A' for discrimination accuracy and B""d for response bias",
"Gallant, S. N., Spaniol, J., & Yang, L. (2019). Age differences in cue utilization during prospective and retrospective memory monitoring.�Psychology and Aging, 34(4), 545�557.�",2019,34,4,Memory,2,24,24,"Hits, FA, A', B'd","p(H), p(FA), A', and B'd submitted to ANOVAs",1,0,Individual,Frequentist,"Analyses conducted on p(H), p(FA), and using the index A' for discrimination accuracy and B""d for response bias",
"Burton, R. L., Lek, I., Dixon, R. A., & Caplan, J. B. (2019). Associative interference in older and younger adults.�Psychology and Aging, 34(4), 558�571.",2019,34,4,Learning,NA,138,60,Proportion correct cued recall,ANOVA,0,0,NA,Frequentist and Bayesian,"Also did other analyses, like correlational analyses",
"Delhaye, E., Folville, A., & Bastin, C. (2019). How to induce an age-related benefit of semantic relatedness in associative memory: It�s all in the design.�Psychology and Aging, 34(4), 572�586.",2019,34,4,Memory,1,34,34,"Hits, FA, d'","p(H), p(FA), d' for item and associative memory submitted to ANOVA",1,0,Individual,Frequentist,,
"Delhaye, E., Folville, A., & Bastin, C. (2019). How to induce an age-related benefit of semantic relatedness in associative memory: It�s all in the design.�Psychology and Aging, 34(4), 572�586.",2019,34,4,Memory,2,30,30,"Hits, FA, d'","p(H), p(FA), d' for item and associative memory submitted to ANOVA",1,0,Individual,Frequentist,,
"Yoon, S. O., & Stine-Morrow, E. A. L. (2019). Evidence of preserved audience design with aging in interactive conversation.�Psychology and Aging, 34(4), 613�623.",2019,34,4,Memory,NA,24,24,Proportion correct (source memory judgments),Mixed-effects regression model ,0,0,NA,Frequentist,,
"Gutchess, A., Alves, A. N., Paige, L. E., Rohleder, N., & Wolf, J. M. (2019). Age differences in the relationship between cortisol and emotional memory.�Psychology and Aging, 34(5), 655�664.",2019,34,5,memory,NA,58,44,hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Wiegand, I., Seidel, C., & Wolfe, J. (2019). Hybrid foraging search in younger and older age.�Psychology and Aging, 34(6), 805�820.",2019,34,6,Visual search,NA,12,12,RT,ANOVA,0,0,NA,Frequentist and Bayesian,"This paper reports a lot of different results, although nothing seems to be a formal cognitive model per se",
"Garton, R., Reynolds, A., Hinder, M. R., & Heathcote, A. (2019). Equally flexible and optimal response bias in older compared to younger adults.�Psychology and Aging, 34(6), 821�835.",2019,34,6,Base-rate neglect,NA,20,20,RT; parameters of LBA model,Linear Ballistic Accumulator model,1,1,both,Bayesian,A type of RT model,
"Tauber, S. K., & Witherby, A. E. (2019). Do judgments of learning modify older adults� actual learning?�Psychology and Aging, 34(6), 836�847.",2019,34,6,Memory,1,80,78,Proportion recalled,Hierarchical logistic model,0,0,NA,Frequentist,Described as trials nested within participant,
"Tauber, S. K., & Witherby, A. E. (2019). Do judgments of learning modify older adults� actual learning?�Psychology and Aging, 34(6), 836�847.",2019,34,6,Memory,2,80,80,Proportion recalled,Hierarchical logistic model,0,0,NA,Frequentist,,
"Tauber, S. K., & Witherby, A. E. (2019). Do judgments of learning modify older adults� actual learning?�Psychology and Aging, 34(6), 836�847.",2019,34,6,Memory,3,80,79,Proportion recalled,Hierarchical logistic model,0,0,NA,Frequentist,,
"Tauber, S. K., & Witherby, A. E. (2019). Do judgments of learning modify older adults� actual learning?�Psychology and Aging, 34(6), 836�847.",2019,34,6,Memory,4,136,134,Proportion recalled,Hierarchical logistic model,0,0,NA,Frequentist,,
"Tauber, S. K., & Witherby, A. E. (2019). Do judgments of learning modify older adults� actual learning?�Psychology and Aging, 34(6), 836�847.",2019,34,6,Memory,4,91,91,Proportion recalled,Hierarchical logistic model,0,0,NA,Frequentist,,
"Forsberg, A., Johnson, W., & Logie, R. H. (2019). Aging and feature-binding in visual working memory: The role of verbal rehearsal.�Psychology and Aging, 34(7), 933�953",2019,34,7,Working memory,1,25,25,Accuracy,Bayesian ANOVA,0,0,NA,Bayesian,,
"Forsberg, A., Johnson, W., & Logie, R. H. (2019). Aging and feature-binding in visual working memory: The role of verbal rehearsal.�Psychology and Aging, 34(7), 933�953",2019,34,7,Working memory,2,25,25,Accuracy,Bayesian ANOVA,0,0,NA,Bayesian,,
"Forsberg, A., Johnson, W., & Logie, R. H. (2019). Aging and feature-binding in visual working memory: The role of verbal rehearsal.�Psychology and Aging, 34(7), 933�953",2019,34,7,Working memory,3,25,25,Accuracy,Bayesian ANOVA,0,0,NA,Bayesian,,
"Hertzog, C., Price, J., & Murray, R. (2020). Age differences in item selection behaviors and subsequent memory for new foreign language vocabulary: Evidence for a region of proximal learning heuristic.�Psychology and Aging, 35(8), 1059�1072.",2020,35,8,memory,NA,44,44,Multiple DVS: Ease of Learning judgments; Cued recall performance,Multilevel linear regression,0,0,NA,Frequentist,,
"Rhodes, S., Abbene, E. E., Meierhofer, A. M., & Naveh-Benjamin, M. (2020). Age differences in the precision of memory at short and long delays.�Psychology and Aging, 35(8), 1073�1089.",2020,35,8,Memory,1,33,32,Accuracy and error parameters of a mixture model,Mixture modeling,1,1,both,Bayesian,,
"Rhodes, S., Abbene, E. E., Meierhofer, A. M., & Naveh-Benjamin, M. (2020). Age differences in the precision of memory at short and long delays.�Psychology and Aging, 35(8), 1073�1089.",2020,35,8,Memory,2,34,31,Accuracy and error parameters of a mixture model,Mixture modeling,1,1,both,Bayesian,,
"Herff, S. A., Zhen, S., Yu, R., & Agres, K. R. (2020). Age-dependent statistical learning trajectories reveal differences in information weighting.�Psychology and Aging, 35(8), 1090�1104",2020,35,8,Learning,NA,40,40,Computational model parameters of statistical learning task performance,"Computational modeling of age differences in statistical learning, using Win-Stay, Lose-Shift; Delta Rule Learning; and Information Weights. ",1,1,both,Bayesian,,
"Henry, J. D., Terrett, G., Grainger, S. A., Rose, N. S., Kliegel, M., Bugge, M., Ryrie, C., & Rendell, P. G. (2020). Implementation intentions and prospective memory function in late adulthood.�Psychology and Aging, 35(8), 1105�1114.",2020,35,8,Prospective Memory,NA,125,125,Accuracy,ANOVA,0,0,NA,Frequentist,,
"Servant, M., & Evans, N. J. (2020). A diffusion model analysis of the effects of aging in the Flanker Task.�Psychology and Aging, 35(6), 831�849",2020,35,6,Inhibition,NA,20,20,Accuracy; RT - parameters from diffusion model,"Diffusion model, then submitted to Bayesian ANOVA",1,1,individual,Bayesian,,
"Ging-Jehli, N. R., & Ratcliff, R. (2020). Effects of aging in a task-switch paradigm with the diffusion decision model.�Psychology and Aging, 35(6), 850�865.",2020,35,6,Attention,NA,52,22,Accuracy; RT - parameters from diffusion model,"Diffusion model, then submitted to ANOVA",1,1,Individual,Frequentist,,
"Greene, N. R., Naveh-Benjamin, M., & Cowan, N. (2020). Adult age differences in working memory capacity: Spared central storage but deficits in ability to maximize peripheral storage.�Psychology and Aging, 35(6), 866�880.",2020,35,6,Working memory,1,32,32,Capacity estimates,Hierarchical Bayesian WM capacity estimate model,1,1,both,Bayesian,,
"Greene, N. R., Naveh-Benjamin, M., & Cowan, N. (2020). Adult age differences in working memory capacity: Spared central storage but deficits in ability to maximize peripheral storage.�Psychology and Aging, 35(6), 866�880.",2020,35,6,Working memory,2,31,31,Capacity estimates,Hierarchical Bayesian WM capacity estimate model,1,1,both,Bayesian,,
"Nicosia, J., & Balota, D. (2020). Age differences in cross-task bleeding.�Psychology and Aging, 35(6), 881�893.",2020,35,6,Attention,1,36,36,RT,ANOVA,0,0,NA,Frequentist,,
"Nicosia, J., & Balota, D. (2020). Age differences in cross-task bleeding.�Psychology and Aging, 35(6), 881�893.",2020,35,6,Attention,2,36,36,RT,ANOVA,0,0,NA,Frequentist,,
"Nicosia, J., & Balota, D. (2020). Age differences in cross-task bleeding.�Psychology and Aging, 35(6), 881�893.",2020,35,6,Attention,3,36,36,RT,ANOVA,0,0,NA,Frequentist,,
"Zanesco, A. P., Witkin, J. E., Morrison, A. B., Denkova, E., & Jha, A. P. (2020). Memory load, distracter interference, and dynamic adjustments in cognitive control influence working memory performance across the lifespan.�Psychology and Aging, 35(5), 614�626.",2020,35,5,Working memory,NA,,,Accuracy ,Hierarchical linear models,0,0,NA,Frequentist,,
"Maillet, D., Yu, L., Hasher, L., & Grady, C. L. (2020). Age-related differences in the impact of mind-wandering and visual distraction on performance in a go/no-go task.�Psychology and Aging, 35(5), 627�638.",2020,35,5,Inhibition,NA,36,30,hits minus false alarms; RT,ANOVA,1,0,NA,Frequentist,*analysis on RT focused on the mean,
"Allen, J., Hellerstedt, R., Sharma, D., & Bergstr�m, Z. M. (2020). Distraction by unintentional recognition: Neurocognitive mechanisms and effects of aging.�Psychology and Aging, 35(5), 639�653.",2020,35,5,Memory,,24,24,Accuracy; ERPs,ANOVA,0,0,NA,Frequentist,,
"Nicosia, J., & Balota, D. (2020). The consequences of processing goal-irrelevant information during the Stroop task.�Psychology and Aging, 35(5), 663�675.",2020,35,5,memory,1,48,48,"Hits, False alarms, Correct rejections, misses, RT",ANOVA,0,0,NA,Frequentist and Bayesian,,
"Katsumi, Y., Dolcos, S., Dixon, R. A., Fabiani, M., Stine-Morrow, E. A. L., & Dolcos, F. (2020). Immediate and long-term effects of emotional suppression in aging: A functional magnetic resonance imaging investigation.�Psychology and Aging, 35(5), 676�696.",2020,35,5,Memory,NA,,,"Hits, Hits minus false alarms",ANOVA,1,0,NA,Frequentist,,
"Garlitch, S. M., & Wahlheim, C. N. (2020). The role of reminding in retroactive effects of memory for older and younger adults.�Psychology and Aging, 35(5), 697�709.",2020,35,5,Memory,1,,,Proportion recalled,Multilevel logistic regression,0,0,NA,Frequentist,,
"Garlitch, S. M., & Wahlheim, C. N. (2020). The role of reminding in retroactive effects of memory for older and younger adults.�Psychology and Aging, 35(5), 697�709.",2020,35,5,Memory,2,,,Proportion recalled,Multilevel logistic regression,0,0,NA,Frequentist,,
"Higgins, J. A., Johnson, M. R., & Johnson, M. K. (2020). Age-related delay in reduced accessibility of refreshed items.�Psychology and Aging, 35(5), 710�719",2020,35,5,Memory,NA,72,72,Hits minus false alarms; RT,ANOVA,1,0,NA,Frequentist,*analyses on RT focus on mean,
"Kardos, Z., K�bor, A., & Moln�r, M. (2020). Accurate response selection and inhibition in healthy aging: An event-related potential study.�Psychology and Aging, 35(5), 720�728.",2020,35,5,Inhibition,NA,22,22,Accuracy; RT,ANOVA,0,0,NA,Frequentist,,
"Erb, C. D., Touron, D. R., & Marcovitch, S. (2020). Tracking the dynamics of global and competitive inhibition in early and late adulthood: Evidence from the flanker task.�Psychology and Aging, 35(5), 729�743.",2020,35,5,Inhibition,NA,,,RT,ANOVA,0,0,NA,Frequentist,,
"Rey-Mermet, A., & Gade, M. (2020). Age-related deficits in the congruency sequence effect are task-specific: An investigation of nine tasks.�Psychology and Aging, 35(5), 744�764.",2020,35,5,Inhibition,NA,,,RT,ANOVA,0,0,NA,Frequentist and Bayesian,"*Did arc-sine and logarithmic transforms of RT data, but no formal generative model used",
"Wilkinson, A., & Yang, L. (2020). Long-term maintenance of multiple task inhibition practice and transfer effects in older adults: A 3.5-year follow-up.�Psychology and Aging, 35(5), 765�772.",2020,35,5,Inhibition,NA,,,Accuracy,ANOVA,0,0,NA,Frequentist,*RT interference score for Local-Global task; accuracy for N-Back; false alarm rate for Go-No Go,
"Swirsky, L. T., & Spaniol, J. (2020). The effect of motivational incentives on face-name hyper-binding in older adults.�Psychology and Aging, 35(5), 773�779.",2020,35,5,Memory,NA,48,48,Accuracy,ANOVA,0,0,NA,Frequentist,,
"Gallant, S. N., Durbin, K. A., & Mather, M. (2020). Age differences in vulnerability to distraction under arousal.�Psychology and Aging, 35(5), 780�791.",2020,35,5,Working memory,1,,,hits minus false alarms; RT,ANOVA,1,0,NA,Frequentist,"*Used corrected recognition (prH - prFA) on memory for pictures, but also on n-back task just looked at accuracy and RT.",
"Gallant, S. N., Durbin, K. A., & Mather, M. (2020). Age differences in vulnerability to distraction under arousal.�Psychology and Aging, 35(5), 780�791.",2020,35,5,Working memory,2,,,hits minus false alarms; RT,ANOVA,1,0,NA,Frequentist,"*Used corrected recognition (prH - prFA) on memory for pictures, but also on n-back task just looked at accuracy and RT.",
"Fandakova, Y., Werkle-Bergner, M., & Sander, M. C. (2020). (Only) time can tell: Age differences in false memory are magnified at longer delays.�Psychology and Aging, 35(4), 473�483.",2020,35,4,Memory,NA,,,hits minus false alarms,ANOVA,1,0,NA,Frequentist,*Also notes using the bias index of Snodgrass & Corwin 1988,
"Folville, A., Jeunehomme, O., Bastin, C., & D'Argembeau, A. (2020). The impact of age on the temporal compression of daily life events in episodic memory.�Psychology and Aging, 35(4), 484�496.",2020,35,4,Memory,NA,34,34,"Created a measure of temporal compression that was the ratio of the actual duration of an event to the duration of its mental replay, then conducted ANOVA on these ratios",ANOVA,0,0,NA,Frequentist,*The temporal compression modeling they did was a simple ratio; I wonder if there would be some more sophisticated cognitive modeling or if that would even add anything beyond the ratio.,
"Del Missier, F., Hansson, P., Parker, A. M., Bruine de Bruin, W., & M�ntyl�, T. (2020). Decision-making competence in older adults: A rosy view from a longitudinal investigation.�Psychology and Aging, 35(4), 553�564.",2020,35,4,Decision Making/Executive Control,NA,,,Performance and choices made on decision task,SEM,0,0,NA,Frequentist,,
"Tas, A. C., Costello, M. C., & Buss, A. T. (2020). Age-related decline in visual working memory: The effect of nontarget objects during a delayed estimation task.�Psychology and Aging, 35(4), 565�577.",2020,35,4,Working memory,1,,,Accuracy and error parameters of mixture model,"Mixture modeling, then submitted to ANOVA",1,1,Individual,Frequentist,,
"Tas, A. C., Costello, M. C., & Buss, A. T. (2020). Age-related decline in visual working memory: The effect of nontarget objects during a delayed estimation task.�Psychology and Aging, 35(4), 565�577.",2020,35,4,Working memory,2,,,Accuracy and error parameters of mixture model,"Mixture modeling, then submitted to ANOVA",1,1,Individual,Frequentist,,
"Kuhns, J. M., & Touron, D. R. (2020). Schematic support increases memory strategy use in young and older adults.�Psychology and Aging, 35(3), 397�410",2020,35,3,Memory,NA,,,"d' , RT","EVSDT, followed by ANOVA",1,1,Individual,Frequentist,"*Although d' was used for accuracy, no model used for RT data.",
"Thevenot, C., Dewi, J., Bagnoud, J., Wolfer, P., Fayol, M., & Castel, C. (2020). The use of automated procedures by older adults with high arithmetic skills during addition problem solving.�Psychology and Aging, 35(3), 411�420.",2020,35,3,Mathematics Skills,NA,,,RT,ANOVA,0,0,NA,Frequentist,"*Including because they were interested in making claims about automated counting procedures in young and older adults, but their analyses can't measure cognitive processes per se",
"Wang, S., Williams, J., & Wilmut, K. (2020). Constraints on motor planning across the life span: Physical, cognitive, and motor factors.�Psychology and Aging, 35(3), 421�433.",2020,35,3,"Inhibition, Working memory",,,,Accuracy; RT,ANOVA,0,0,NA,Frequentist,,
"Gong, X., & Fung, H. H. (2020). Remembering positive or relevant information? Cultural relevance may moderate the age-related positivity effect in memory.�Psychology and Aging, 35(2), 267�282.",2020,35,2,Memory,1,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
"Gong, X., & Fung, H. H. (2020). Remembering positive or relevant information? Cultural relevance may moderate the age-related positivity effect in memory.�Psychology and Aging, 35(2), 267�282.",2020,35,2,Memory,2a,,,Hits minus false alarms,ANOVA,1,0,NA,Frequentist,,
